mode,asset,instrument,kind,sector,selection,reference_date,reference_usd,multiple,target_usd,horizon,question,replicate,p
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",45,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",46,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",47,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",48,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",49,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",50,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",51,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",52,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",53,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",54,0.19
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",55,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",56,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",57,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",58,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",59,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",60,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",61,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",62,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",63,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",64,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",65,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",66,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",67,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",68,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",69,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",70,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",71,0.19
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",72,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",73,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",74,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",75,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",76,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",77,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",78,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",79,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",80,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",81,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",82,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",83,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",84,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",85,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",86,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",87,0.19
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",88,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",89,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",90,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",91,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",92,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",93,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",94,0.16
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",95,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",96,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",97,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",98,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",99,0.18
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,2035,"Eli Lilly will reach $11,529.30 per share by December 31, 2035",100,0.17
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",1,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",2,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",3,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",4,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",5,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",6,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",7,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",8,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",9,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",10,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",11,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",12,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",13,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",14,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",15,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",16,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",17,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",18,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",19,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",20,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",21,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",22,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",23,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",24,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",25,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",26,0.15
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",27,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",28,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",29,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",30,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",31,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",32,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",33,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",34,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",35,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",36,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",37,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",38,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",39,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",40,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",41,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",42,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",43,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",44,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",45,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",46,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",47,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",48,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",49,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",50,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",51,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",52,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",53,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",54,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",55,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",56,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",57,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",58,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",59,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",60,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",61,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",62,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",63,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",64,0.1
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",65,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",66,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",67,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",68,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",69,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",70,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",71,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",72,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",73,0.1
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",74,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",75,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",76,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",77,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",78,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",79,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",80,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",81,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",82,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",83,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",84,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",85,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",86,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",87,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",88,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",89,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",90,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",91,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",92,0.1
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",93,0.14
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",94,0.1
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",95,0.11
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",96,0.12
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",97,0.13
blank,LLY,Eli Lilly,stock,Health Care,"Top XLV holding, 14.97%",2026-09-20,1152.93,10,11529.3,no_date,"Eli Lilly will reach $11,529.30 per share",98,0.1
