criteria_mode,target_usd,target_words,year,question,replicate,p
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",74,0.44
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",75,0.43
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",76,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",77,0.5
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",78,0.56
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",79,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",80,0.51
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",81,0.46
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",82,0.46
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",83,0.44
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",84,0.44
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",85,0.48
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",86,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",87,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",88,0.53
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",89,0.5
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",90,0.46
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",91,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",92,0.45
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",93,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",94,0.53
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",95,0.5
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",96,0.47
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",97,0.49
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",98,0.46
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",99,0.43
blank,80000000,80 million,2036,"bitcoin will reach 80 million by December 31, 2036",100,0.48
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",1,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",2,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",3,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",4,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",5,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",6,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",7,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",8,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",9,0.34
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",10,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",11,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",12,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",13,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",14,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",15,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",16,0.36
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",17,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",18,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",19,0.34
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",20,0.33
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",21,0.44
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",22,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",23,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",24,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",25,0.37
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",26,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",27,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",28,0.33
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",29,0.47
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",30,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",31,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",32,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",33,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",34,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",35,0.37
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",36,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",37,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",38,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",39,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",40,0.35
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",41,0.44
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",42,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",43,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",44,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",45,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",46,0.46
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",47,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",48,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",49,0.34
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",50,0.34
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",51,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",52,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",53,0.37
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",54,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",55,0.34
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",56,0.44
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",57,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",58,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",59,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",60,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",61,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",62,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",63,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",64,0.46
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",65,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",66,0.44
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",67,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",68,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",69,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",70,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",71,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",72,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",73,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",74,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",75,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",76,0.44
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",77,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",78,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",79,0.33
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",80,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",81,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",82,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",83,0.37
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",84,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",85,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",86,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",87,0.41
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",88,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",89,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",90,0.4
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",91,0.45
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",92,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",93,0.46
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",94,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",95,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",96,0.38
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",97,0.39
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",98,0.42
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",99,0.43
blank,90000000,90 million,2036,"bitcoin will reach 90 million by December 31, 2036",100,0.39
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",1,0.3
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",2,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",3,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",4,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",5,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",6,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",7,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",8,0.23
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",9,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",10,0.33
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",11,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",12,0.32
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",13,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",14,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",15,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",16,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",17,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",18,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",19,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",20,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",21,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",22,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",23,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",24,0.22
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",25,0.31
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",26,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",27,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",28,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",29,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",30,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",31,0.31
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",32,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",33,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",34,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",35,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",36,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",37,0.33
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",38,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",39,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",40,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",41,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",42,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",43,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",44,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",45,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",46,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",47,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",48,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",49,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",50,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",51,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",52,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",53,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",54,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",55,0.2
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",56,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",57,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",58,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",59,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",60,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",61,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",62,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",63,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",64,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",65,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",66,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",67,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",68,0.32
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",69,0.32
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",70,0.3
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",71,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",72,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",73,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",74,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",75,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",76,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",77,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",78,0.3
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",79,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",80,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",81,0.29
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",82,0.3
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",83,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",84,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",85,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",86,0.3
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",87,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",88,0.22
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",89,0.3
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",90,0.27
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",91,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",92,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",93,0.26
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",94,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",95,0.28
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",96,0.24
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",97,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",98,0.23
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",99,0.25
blank,100000000,100 million,2036,"bitcoin will reach 100 million by December 31, 2036",100,0.24
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",1,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",2,0.54
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",3,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",4,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",5,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",6,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",7,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",8,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",9,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",10,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",11,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",12,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",13,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",14,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",15,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",16,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",17,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",18,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",19,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",20,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",21,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",22,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",23,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",24,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",25,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",26,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",27,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",28,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",29,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",30,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",31,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",32,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",33,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",34,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",35,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",36,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",37,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",38,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",39,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",40,0.61
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",41,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",42,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",43,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",44,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",45,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",46,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",47,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",48,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",49,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",50,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",51,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",52,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",53,0.55
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",54,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",55,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",56,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",57,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",58,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",59,0.55
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",60,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",61,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",62,0.55
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",63,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",64,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",65,0.53
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",66,0.55
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",67,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",68,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",69,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",70,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",71,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",72,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",73,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",74,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",75,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",76,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",77,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",78,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",79,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",80,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",81,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",82,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",83,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",84,0.55
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",85,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",86,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",87,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",88,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",89,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",90,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",91,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",92,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",93,0.58
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",94,0.57
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",95,0.59
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",96,0.56
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",97,0.54
blank,50000,50 thousand,2037,"bitcoin will reach 50 thousand by December 31, 2037",98,0.58
